	p009_MOUSE_Brain_adult	p009_MOUSE_Brain_e17	p009_MOUSE_shGFP	p009_MOUSE_shHRNPDL_3	p009_MOUSE_shHRNPDL_4	p009_MOUSE_shRFP	p021_ESC	p021_NSC	p021_SC	p021_iPSC	p022_EBs_BR1	p022_EBs_BR2	p022_EBs_BR3	p022_ESCs_BR1	p022_ESCs_BR2	p022_ESCs_BR3	p022_MEFs_BR1	p001_BRAIN_S1_SYSY	p001_BRAIN_S2_NEB	p001_BRAIN_S2_SYSY	p005_neural_WT	p005_neural_WT	p011_D-2	p011_D0	p011_D10	p011_D2	p011_D5	p011_siCtrl-BR1	p011_siCtrl-BR2	p011_siFTO-BR1	p011_siFTO-BR2	p027_HS	p027_NM	p010_mESC_WT	p010_mESC_WT_BR1	p010_mESC_WT_BR2
1700020L24Rik	61.9	134.4	11.5	9.77	10.7	0	6.66	13.64	0	21.95	11.8	10.7	0	76.2	0	0	117	25.5	72.2	39.6	28.1	28.68309843	0	33.07	14.36	25.53	24.06	13.63	13.74	5.09	5.55	0	0	9.83	13	20.7
1700020N18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	11.5	0	0.8595876	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700021F05Rik	107	148	11.1	10.34	20.41	32.11	3.01	8.22	1.95	7.06	53.6	65.24	46.8	144	30	69.7	86.6	17.43	8.18	16.64	17.1	17.20436226	53.4	6.31	13.05	16.95	10.3	5.47	6.79	12.25	10.57	0	0	12.82	15.74	14.32
1700021F07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.1	0	0	0.214008987	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700022A21Rik	0	0	0	0	0	0	5.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283138013	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700022I11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.1	11.5	0	0.480830392	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700023F06Rik	0	0	0	0	0	0	1.89	0	0	0	0	0	0	19	0	0	0	0	47.7	0	0	0.079701827	0	17.6	63.8	9.79	48.1	19.3	24.7	10.7	0	0	0	0	0	0
1700024F13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.6	0	0	0.426247553	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700024G13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.33	10.10783495	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700024I08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18154249	0	0	0	0	0	0	0	0	0	0	0	15.9	0	0
1700024P16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.3	0	13.6	0	11.5	12.07150106	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700025C18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.3	10.2	0	0.904661231	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700025G04Rik	194.98	176.4	33.54	67.01	29.14	30.12	7.93	15.52	5.95	1.9	7.85	13.1	0	31.7	0	0	46.87	39.8	67.2	60.5	35.99	36.46894329	0	35.66	39.7	40.34	79	5.94	5	5.64	9.19	0	0	16.18	25.63	21.87
1700025J12Rik	0	0	0	0	0	0	0	12.1	0	0	0	0	0	0	0	0	0	0	28.6	11.5	0	0.83654018	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700025N23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23	8.97	2.93	0	0.028471405	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700026D11Rik	0	12.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.3	20.4	0	0	0.074418533	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700026F02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3	0	0	0.402222641	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700026J14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	20.3	20.91049514	0	0	0	0	11.1	0	0	0	0	0	0	0	0	0
1700027F09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.9	0	0	0.203570983	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700027H10Rik	47.9	48.3	0	0	0	0	0	588	0	0	0	0	0	0	0	0	0	5.69	19.1	17.9	11.9	12.08162028	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700028B04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80725373	0	0	0	0	0	0	0	0	0	0	0	10.2	0	0
1700028D13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76	13.6	0	0	0.105648193	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700028E10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.6	0	0	0.477569484	0	0	22.1	6.87	13.9	0	0	0	0	0	0	0	0	0
1700028I16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.3	0	0	0.0334288	0	0	0	0	0	0	0	0	0	0	0	5.54	20.8	0
1700028J19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.09	62.7	30.68	0	0.4659368	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700028K03Rik	0	0	0	0	0	0	0	0	0	0	3.27	0	0	0	0	0	0	0	0	0	0	0.661754575	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700028P14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96	3.089821016	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700028P15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.5	7.68	0	0.02214166	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700029F12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.2	20.4	0	0	0.350588294	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700029H14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.1	8.96	0	0.152852698	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700029I15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25918196	0	0	5.09	5.49	3.39	0	0	0	0	0	0	0	0	0
1700029J03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.9	0	0	0.777384839	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700029J07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.23	8.422610376	0	0	0	0	12.79	0	0	0	0	0	0	0	0	55.8
1700029M20Rik	0	0	0	0	0	0	10.7	0	0	0	0	0	0	0	0	0	0	0	46.3	10.2	0	0.678273048	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700029P11Rik	0	0	0	0	0	0	4.69	0	0	3.15	25.11	6.56	9.53	28.6	12.1	28.7	0	11.2	39.5	0	0	0.605162637	0	0	0	0	0	10.9	14.2	0	0	0	0	17.1	12.1	14.3
1700030C10Rik	17.5	25.2	0	0	0	0	3.33	33.8	4.62	5.45	8.84	29.5	23.7	111.8	57	39.2	0	62.07	84.5	17.3	7.27	8.2622237	0	0	0	0	0	0	0	0	0	0	0	8.47	13.8	15.7
1700030J22Rik	284.7	256.6	33.9	10.5	0	0	9.28	25.35	13.6	22.59	78.5	113	26.3	123.8	0	0	53.5	58	148.62	70.34	43.79	44.76906186	0	55.43	41.6	29.14	69.71	15.8	7.54	3.66	5.05	0	0	28.53	104	96.2
1700030K09Rik	135.5	385.45	35.38	94.12	80.06	25	13.9	19.87	4.87	15.86	127.9	38.71	49.9	165.28	99.58	102.3	158.37	65.72	114.5	66.62	45.1	46.06572286	0	5.92	15.16	11.87	13.84	13.52	18.73	20.5	17.12	0	0	59.03	45.69	24.96
1700030L20Rik	0	0	0	0	0	0	2	0	0	1.85	0	0	0	0	0	0	0	0	0	0	0	0.430830261	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700030M09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.5	0	0	0.274689832	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700030O20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.5	8.32	0	0.694448028	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700031A10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.2	0	0	0	0.240852874	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700034G24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.86	7.857053682	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700034H15Rik	19.9	17.5	0	0	0	0	0	4.62	0	6.97	2.49	6.8	5.32	0	0	0	0	4.84	190.8	32.66	34.54	35.28284661	0	10.6	11.34	9.65	13.48	0	0	0	0	0	0	25.7	0	0
1700034O15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0.838433988	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700034P13Rik	140	562	22.96	20.5	22.51	46.31	0	19.51	2.97	11.1	38.4	78.5	63.2	48.3	371	223.99	45.8	40.3	48.8	35.1	33.6	34.30546003	0	19.4	11.1	20.1	10.3	6.18	5.78	6.99	5.5	0	0	22.78	22.53	18.6
1700036G14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.9	0	0	0.29164863	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700037C18Rik	0	25.2	12.21	0	5.9	0	10.06	0	2.96	0	15.7	0	0	0	0	0	15.7	0	10	6.4	13.3	13.4049433	21.1	15.47	45	19.32	23.94	4.89	6.55	9.27	7.03	0	0	0	0	0
1700037H04Rik	0	6.3	1.97	0	0	0	1.44	0	1.84	0	0	0	0	22.2	0	0	0	0	0	0	1.52	2.024322927	0	9.84	9.21	16.6	6.56	0	0	0	0	0	0	0	0	2.57
1700042G15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266903948	0	0	0	0	0	0	0	0	0	0	0	11.3	0	0
1700042O10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.555440647	0	0	0	0	0	0	0	0	0	0	0	0	5.2	0
1700047E10Rik	0	12.6	0	0	0	0	0	0	0	0	0	0	0	9.52	0	0	0	24.4	123	25	10.4	10.71867548	0	2.31	4.17	3.19	7.26	3.35	4.06	2.15	2.12	0	0	0	0	0
1700047G03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.4	0	0	0.250110322	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700047M11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.17	6.660656855	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700048O20Rik	0	7.7	3.73	0	0	0	0	35.5	0	0	2.76	2.01	2.14	0	0	13.1	0	12.33	41.2	11.73	7.76	8.334952044	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700049E15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.4	0	0	0.064363395	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700049E22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.4	0	0	0.828394119	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700051A21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.7	0	0	0.191500916	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700052K11Rik	141.7	134	17.89	34.6	26.8	44.8	5.37	6.79	7.91	4.38	73.2	20.27	0	44.4	0	0	83.55	86.6	42.93	32	25.49	26.3333571	22.9	35.3	48.4	30.5	27.28	9.84	33.8	35.6	29.33	0	0	65.3	59.8	49.6
1700055C04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.4	0	0	0.972638739	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700056E22Rik	0	0	7.01	14.3	0	0	0	4.19	2.56	0	0	0	0	0	0	0	17	0	19.1	0	11.5	12.1450302	0	14.6	39.6	29.1	124	5.67	5.82	3.77	4.04	0	0	0	0	0
1700057H15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.1	0	0	0.748983006	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700057H21Rik	0	0	0	0	0	0	0	0	0	8.64	0	0	0	0	0	0	0	0	0	0	0	0.158155759	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700060C20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3	0	0	0.418703066	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700061G19Rik	0	0	0	0	0	0	3.38	0	0	3.42	15.7	0	0	29.81	8.09	0	0	0	51.9	0	0	0.409710024	0	0	0	0	0	0	0	0	0	0	0	3.48	0	0
1700063D05Rik	0	4.2	0	0	0	0	0	3.82	2.47	0	3.49	11.5	1.35	0	0	27.2	0	5.65	31.5	11.2	0	0.445975508	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700066B19Rik	0	0	0	0	0	0	18.13	0	0	0	0	0	0	0	0	0	0	4.41	15	0	0	0.638498731	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700066J03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0.566075626	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700066M21Rik	348	472	31	39.8	82.6	36	2.9	14.5	0	4.84	20.9	27.9	9.08	114	107	79.5	79.3	55.5	40.3	33.9	35.2	35.57618639	0	0	11.5	5.15	23.1	24.17	14.2	61.5	49.2	0	0	36.9	45.4	37.2
1700067G17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.1	0	0	0.237035745	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700067P10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.1	9.6	0	0.611934072	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700069P05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.4	0	0	0.616660088	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700071K01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.94	57.2	17.3	34.6	35.19324753	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700071M16Rik	0	0	0	0	0	0	0	80.5	0	0	0	0	0	0	0	0	0	13.2	8.18	9.6	9.24	9.391712252	0	0	0	0	0	7.53	2.91	2.4	0	0	0	0	0	0
1700072I22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3	0	0	0.129485257	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700073E17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118.6	8.96	19.76	20.3538971	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700084E18Rik	0	12.6	0	0	0	0	0	0	0	0	0	0	0	25.4	0	0	5.03	0	16.4	8.32	12.1	12.41291576	0	0	9.08	9.61	7.85	0	0	0	0	0	0	3.37	0	0
1700084J12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.870332661	0	0	0	0	0	16.12	16.6	12	14.9	0	0	0	0	0
1700085C21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.4	0	0	0.651751831	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700086L19Rik	50.2	123.6	0	0	0	0	0	12.1	0	0	0	0	0	0	0	0	0	12.5	10.8	18.16	22.48	23.15468502	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700086O06Rik	15.2	16.8	0	0	0	0	0	0	0	1.76	5.24	0	0	0	0	0	0	0	37.5	0	8.23	8.694455427	53.4	10.6	107.1	34.91	83.72	4.59	3.32	2.74	8.42	0	0	0	0	0
1700088E04Rik	0	0	0	0	0	0	0	12.1	0	0	0	0	0	0	0	0	0	0	14.63	0	0	0.297626297	0	2.53	9.76	1.8	8.1	0	0	1.84	4.09	0	0	0	0	0
1700091H14Rik	0	23.8	0	0	0	0	0	0	0	0	2.79	0	2.41	0	0	14.2	0	21.12	150	44.8	6.59	7.024593122	0	0	0	0	0	0	0	2.54	0	0	0	0	0	0
1700092M07Rik	0	0	0	0	0	0	0	9.67	0	10.6	0	0	0	0	0	0	4.4	0	21.8	0	0	0.537597989	0	0	0	14.4	0	0	0	0	0	0	0	0	0	0
1700093K21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.6	0	9.88	10.27300297	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700094D03Rik	33.9	64.4	14.9	9.77	0	13.5	1.91	0	1.84	7.17	0	13.1	0	76.1	21.8	0	18.2	12.78	38.59	19.86	19.04	19.44677999	0	0	0	0	0	0	0	0	0	0	0	4.83	10.1	3.5
1700094J05Rik	28	12.6	12.7	8.27	26.8	9.37	6.27	3.17	4.33	5.06	7.42	16.1	4.84	16.3	18.2	8.89	21.7	0	5	4.91	3.44	4.067839898	0	0	8.85	5.34	37.4	4.33	2.96	2.15	3.15	0	0	6.69	0	0
1700095A21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.3	0	0	0	0.921850241	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700095J12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.7	0	0	0.815352303	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700096K18Rik	18.7	122	15.6	9.77	15	0	0	4.53	0	2.12	0	18	0	25.4	0	0	13.8	18.3	17	19.2	29.1	29.39982341	0	0	0	0	0	0	0	0	0	0	0	9.73	8.67	8.26
1700097N02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	22.24	0	0	0	0	0	0	0	0.213319088	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700099I09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.3	0	0	0	0.256313096	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700101I11Rik	40.9	12.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.3	34.1	21.1	23.8	24.3604432	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700102P08Rik	0	30.8	0	0	0	0	0	0	0	4.82	0	0	0	0	0	0	0	0	0	0	24	24.02791121	0	0	0	0	0	0	0	0	0	0	0	3.56	0	0
1700105P06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.81	13.2	0	0	12.1	12.39905453	0	0	0	0	0	0	10.1	0	0	0	0	0	0	0
1700108F19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.6	0	0	0.934717787	0	0	0	0	0	0	0	0	0	0	0	4.99	5.72	0
1700108J01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.9	0	0	0.425865682	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700110C19Rik	11.7	0	0	0	0	0	0	4.83	0	0	0	0	0	0	0	0	0	0	13.6	0	0	0.963232344	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700110K17Rik	0	0	0	0	0	0	0	0	0	9.3	0	0	0	0	0	0	0	0	9.54	0	0	0.849076712	0	0	0	0	0	0	0	0	0	0	0	43.1	20.8	0
1700111N16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.58	0	0	0	0.260780383	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700112J16Rik	14	22.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.4	61.3	22.4	156	156.3148529	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700113A16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.565730193	0	0	0	0	0	0	0	0	0	0	0	2.06	0	0
1700119H24Rik	0	0	0	0	0	0	4.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.582312466	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700120C14Rik	7.4	16.8	3.05	0	0	0	0	3.52	0	3.59	4.71	0	6.36	44.4	0	0	5.45	0	0	0	4.94	5.148354745	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700120K04Rik	0	0	0	0	0	0	0	18.28	0	5.98	0	0	0	0	0	0	0	0	19.8	6.72	0	0.323313652	0	6.63	13.3	13.9	8.13	2.74	14.5	0	4.29	0	0	0	0	0
1700121N20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.4	11.5	0	0.171361405	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700122C19Rik	0	0	0	0	0	0	3.12	0	0	0	0	0	0	0	0	0	0	0	30	10.9	0	0.877658144	0	0	0	0	0	0	0	0	0	0	0	18.1	0	0
1700123M08Rik	16.3	39.2	0	0	0	0	0	0	0	7.97	0	0	0	0	0	0	9.44	3.87	32.8	14.7	12.3	13.08597784	0	3.41	30.05	9.27	25.45	0	23.69	0	0	0	0	3.67	9.1	0
1700123O20Rik	155.34	554	44.2	22.85	30.57	32.65	10.88	19.8	11.74	11.45	303.8	241.3	98.69	343.8	92.1	35.37	63.1	37.01	76.2	43.6	62.28	62.61174961	0	17.64	25.77	32.24	19	12.22	15.43	12.77	4.15	0	0	20.73	16.52	18.33
1700123O21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3	10.2	0	0.979779548	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700124L16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.8	0	0	0.0982659	0	13.3	17.7	35	17.6	0	0	0	0	0	0	0	0	0
1700125G02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.4	7.68	0	0.305510041	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700125G22Rik	0	11.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.4	0	0	0	0.849069491	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700125H03Rik	0	0	0	0	0	0	0	10.5	0	0	0	0	0	0	0	0	0	0	10.9	0	0	0.247628691	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700128F08Rik	0	57.4	0	0	0	0	0	0	0	0	15.7	7.61	4.2	7.14	3.75	125	2.22	25.5	21.3	6.57	2.62	3.602578383	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810008I18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.4	0	0	0.825915823	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810009A15Rik	0	26.6	1.91	0	0	2.82	2.56	1.74	0	1.34	70.7	37.2	11.8	0	0	0	3.35	0	4.77	0	16.9	17.84425871	15.5	0	3.38	4.58	2.81	0	0	0	4.24	0	0	0	0	0
1810010D01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.81	0	40.9	7.68	7.68	7.805859704	0	14.5	0	24.7	14.8	31	27.3	0	0	0	0	0	0	0
1810010H24Rik	0	12.6	0	0	0	0	0	6.44	0	3.81	0	0	0	0	0	0	0	0	16.13	9.6	4.6	4.641500549	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810011H11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.1	18.56	80.2	80.52197537	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810011O10Rik	37.4	338.6	42.39	59.61	46.15	44.4	15.8	267.1	0	15.1	149	188	10.9	44.4	0	0	171.5	29.5	105	42.2	49	49.07642058	0	0	33.64	15.39	13.95	16.7	23.53	16.4	20.4	21.4	30.7	43.1	57.2	37.2
1810013A23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3	0	0	0.408571155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810013L24Rik	246.4	421.8	37.4	41.5	24.45	33.06	7.65	3.58	3.53	16.59	145	264	239	170	531	280.9	64.6	45.9	60.3	45.2	41.12	41.66153174	20.1	105	134	198	118	15.6	16.7	6.22	4.29	13.9	3.84	28.44	44.8	52.43
1810014B01Rik	0	9.33	4.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.3	0	0	7.08	7.373979749	0	0	4.78	6.34	8.87	0	0	0	3.78	0	0	2.17	0	0
1810019D21Rik	0	0	30.11	0	24.7	20.79	5.37	0	2.28	5.98	0	0	0	0	0	0	0	0	35.4	0	0	0.619920323	0	0	0	0	0	0	0	0	0	0	0	5.47	0	0
1810020O05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.6	13.13604669	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810021B22Rik	0	18.2	0	0	0	0	0	4.14	0	0	0	0	0	0	0	0	86.8	0	71.6	22.12	10.7	11.28517628	0	4.5	16.1	7.96	30.3	5.37	4.34	0	0	0	0	20.4	0	0
1810022K09Rik	0	17.5	1.81	0	0	2.41	0	0	0	0	0	0	0	0	0	0	3.3	0	0	6.54	4.84	4.848286923	0	0	0	0	0	0	0	1.44	0	0	0	0	0	0
1810024B03Rik	0	15.4	0	0	4.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.08	34.64973855	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810026J23Rik	323.4	210.35	11.81	12	17.98	15.57	5.92	1.92	3.82	5.6	37.63	77.31	25.92	54.3	41.2	56.6	67.75	16.7	12.7	11	20.09	20.28296752	0	8.49	13.3	8.89	9.24	6.39	15.57	8.26	6.66	0	0	16.24	13.33	13.54
1810030O07Rik	59.5	93.8	7.6	9.73	21.66	24.47	1.64	0	1.97	4.12	19.31	2.11	2.32	18.42	0	7.98	31.21	26.77	25.47	9.55	12.63	12.83947551	0	0	26.6	0	8.93	0	2.2	8.37	1.86	0	0	4.22	2.66	5.26
1810032O08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.6	0	0	0.988191702	0	0	0	1.77	0	0	0	0	0	0	0	0	0	0
1810034E14Rik	0	0	0	0	0	0	3.68	0	11.83	0	0	0	0	0	0	0	12	0	31.3	0	0	0.486424168	0	11.08	92.1	24.7	56.49	30.99	35.52	20.25	77.6	0	0	0	0	0
1810037I17Rik	8.76	6.76	1.9	1.77	1.99	2.25	2	1.9	0	0	10.7	9.1	18.2	20.3	10.4	12.5	5.98	0	0	2.85	3.47	3.898968431	145	3.01	7.73	3.19	5.16	2.6	3.77	4.84	12.4	0	0	1.43	1.27	0
1810041H14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0.501611547	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810041L15Rik	135.09	376.8	0	0	0	0	0	0	0	0	3.66	0	0	0	0	0	12	17.3	31.32	15.6	28.33	28.64579591	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810043G02Rik	19.9	21	4.07	15.8	2.95	0	0	5.89	0	0	8.73	13.1	0	0	0	0	17.03	0	2.5	0	8.49	9.40456778	10.3	7.32	14.6	13.5	14.7	2.46	1.62	2.13	2.54	0	0	0	0	0
