	batch1_group1	batch1_group2	batch1_group3	batch2_group1	batch2_group2	batch2_group3	batch3_group1	batch3_group2	batch3_group3
AKT1	1.34	0	0	10.7	65.65	0	15.02	12.6	0
AKT1S1	8.82	5.68	8.16	0	45.6	0	7.58	0	0
AKT2	10.51	5.62	5.28	10.2	84.79	0	10.31	0	0
AKT3	18.69	9.22	2.25	0	0	0	0	0	7.95
AKTIP	9.75	12.3	8.47	13.9	0	0	29.21	0	0
ALAD	0	0	0	0	0	0	0	0	0
ALAS1	3.28	0	0	0	8.85	0	24.7	0	0
ALCAM	14.76	12.02	54.9	0	34.07	0	7.17	11.6	0
ALDH16A1	5.87	4.8	12.4	33.9	84.4	7.88	21.31	20.9	0
ALDH18A1	1.91	1.3	0	0	43.6	0	5.38	0	0
ALDH1A1	0	0	0	0	0	0	0	0	0
ALDH1A2	0	0	0	0	0	0	0	0	0
ALDH1A3	14.8	10.2	4.9	10.2	3.81	0	28.9	23.2	0
ALDH1B1	24.9	22	109.19	144.3	189	34.15	72.5	181.47	0
ALDH1L1	0	0	0	0	0	0	0	0	0
ALDH1L1-AS2	0	0	0	0	0	0	0	0	0
ALDH1L2	5.7	7.36	2.58	0	0	5.18	0	0	0
ALDH2	0	0	0	0	12.9	0	0	0	0
ALDH3A1	0	0	0	0	0	0	0	0	0
ALDH3A2	10.56	9.3	40	18.5	17	0	102.53	15.2	0
ALDH3B1	0	0	0	19.42	66.03	16.03	32.97	50.2	0
ALDH4A1	0	0	0	0	0	0	0	0	0
ALDH5A1	2.66	2.14	6.02	0	18.01	5.7	7.93	15.9	0
ALDH6A1	3.81	3.37	0	0	0	0	17.62	0	0
ALDH7A1	7.11	0	0	0	12.9	0	31.2	0	0
ALDH8A1	15.1	0	0	0	0	9.5	0	0	0
ALDH9A1	0	0	0	0	26.5	0	7.82	0	0
ALDOA	0	0	36.3	0	57	0	12.5	0	0
ALDOC	0	0	0	0	0	0	7.25	0	0
ALG1	14.35	8.48	4.1	0	21.1	20.43	9.12	0	0
ALG10	15.56	9.68	0	0	0	0	5.53	0	0
ALG10B	20.17	9.35	0	0	0	4.81	21	0	0
ALG11	52.7	28.42	39.38	22.4	0	0	115.98	0	0
ALG12	17.2	9.79	155	8.15	30	9.93	19.9	45.3	0
ALG13	4.45	0	0	0	14.3	0	11.2	0	0
ALG14	3.13	4.55	0	0	0	0	0	0	0
ALG1L	4.97	3.18	0	0	0	10.4	0	0	0
ALG1L2	0	0	0	0	0	0	0	0	0
ALG1L9P	0	0	0	0	0	10.4	5.25	13	0
ALG2	16.1	9.27	2.3	44.5	20.09	27.2	38.28	34.6	0
ALG3	0	0	0	0	22.15	0	14.4	0	0
ALG5	0	0	0	0	0	0	0	0	0
ALG6	3.47	5.41	0	0	0	0	6.8	0	0
ALG8	0	0	0	0	0	0	7.18	0	0
ALG9	13.3	4.93	0	0	0	6.21	19.3	0	0
ALK	0	0	0	0	0	0	0	0	0
ALKBH1	15.4	13	10.7	22.1	26.6	26.6	28.25	13.8	0
ALKBH2	9.38	5.5	39.9	15.3	13.6	0	12.3	20.7	0
ALKBH3	0	0	0	0	0	0	13.9	0	0
ALKBH4	30.09	17.59	85.3	22.8	81.8	9.83	23.4	55.8	0
ALKBH5	8.34	5.88	12.34	5.75	97.4	0	35.92	37.5	0
ALKBH6	0	0	0	0	0	0	9.78	0	0
ALKBH7	11.6	4.79	18.1	0	8.85	0	5.15	0	0
ALKBH8	16.5	20.2	40.2	87.7	11.6	55.3	75.1	70.3	0
ALMS1	83.86	85.72	75.53	97.81	8.17	0	98.3	13.7	0
ALOX12	3.52	0	31.9	12.2	29.3	0	4.51	0	0
ALOX12-AS1	0	0	0	0	0	0	0	0	0
ALOX12B	0	0	0	0	0	0	0	0	0
ALOX12P2	0	0	0	0	0	3.78	0	0	0
ALOX15B	0	0	0	0	0	0	0	0	0
ALOX5	0	0	0	0	0	0	0	0	0
ALOX5AP	0	0	0	0	0	0	0	0	0
ALOXE3	0	0	0	0	0	0	0	0	0
ALPI	0	0	0	14.46	1010	6.54	7.95	33.4	0
ALPK1	22.69	21.9	59.3	0	0	10.03	0	0	0
ALPK2	0	0	0	97.67	209.84	59.37	73.11	149.2	0
ALPK3	0	0	0	0	0	0	0	0	0
ALPL	0	0	0	0	0	0	0	0	0
ALPP	0	0	0	31.62	1166	10.28	29	27.2	0
ALPPL2	0	0	0	0	4.31	0	12.7	0	0
ALS2	49.39	31.15	6.72	24.09	0	5.72	25.69	0	0
ALS2CL	8.34	0	0	14.21	6.81	0	8.15	0	0
ALX1	17.49	13.14	11	0	0	0	0	0	0
ALX4	32.06	10.6	102	0	0	0	0	0	0
ALYREF	0	0	0	0	15	0	2.17	0	0
AMACR	13.1	11.3	5.26	14.9	0	0	38.81	0	0
AMBN	0	0	0	0	0	0	0	0	0
AMBRA1	67.58	22.2	181.28	58.5	103.1	26.24	30.8	27.4	0
AMD1	6.16	4.26	0	0	0	0	3.02	0	0
AMDHD1	0	0	0	0	0	0	0	0	0
AMDHD2	0	0	0	0	22.5	0	2.22	0	0
AMER1	78.95	60.15	105.54	12.92	138.17	0	54.52	39.8	0
AMER2	0	0	0	0	0	0	0	0	8.17
AMER3	0	0	0	0	0	8.64	0	0	12.44
AMFR	3.48	4.14	0	0	0	0	20.16	0	0
AMH	6.52	8.9	41.8	0	0	0	16.87	0	0
AMHR2	0	0	0	0	0	0	0	0	0
AMIGO1	71.9	57.8	103.7	32.6	0	20.8	35.24	0	16.14
AMIGO2	106.6	141.1	33.4	0	0	0	63.1	0	0
AMIGO3	36.53	23.53	126.53	4.87	76.64	0	40.24	26.4	0
AMMECR1	0	0	6.01	0	0	0	9.35	0	0
AMMECR1L	42.5	37.47	67.34	180.17	118.81	51.96	57.8	171.39	0
AMN	0	0	0	0	0	0	4.44	0	0
AMN1	0	0	0	0	0	0	0	0	0
AMOT	25.57	17.5	37.05	0	0	0	0	0	0
AMOTL1	39.94	27.6	127.44	41.95	44.23	0	21.53	43.1	0
AMOTL2	22.6	15.73	119.8	59.09	107.6	42.63	59.4	96.2	0
AMPD2	0	0	0	0	53.08	0	7.98	0	0
AMPD3	0	0	0	0	0	0	0	0	0
AMPH	7.56	4.32	0	0	0	0	0	0	0
AMT	0	0	0	0	0	0	5.76	0	0
AMZ1	0	0	0	0	0	0	5.24	0	0
AMZ2	1.73	1.76	0	0	0	0	0	0	0
AMZ2P1	5.43	6.46	0	0	0	0	0	0	0
ANAPC1	16.67	16	79	57.1	38.2	12.1	25.54	29	0
ANAPC10	0	0	0	0	0	0	0	0	0
ANAPC11	4.08	8.9	0	0	34	0	4.56	0	0
ANAPC13	8.99	6.08	0	0	0	0	6.89	0	0
ANAPC15	1.66	0	0	0	3.57	3.02	3.97	0	0
ANAPC16	2.11	0	0	0	0	21.68	23.96	0	0
ANAPC2	7.03	4.16	14.7	24.1	49.65	0	19.15	27.8	0
ANAPC4	11.1	4.35	0	0	0	0	0	0	0
ANAPC5	1.42	1.46	0	6	20.76	0	6.96	0	0
ANAPC7	11.18	5.98	25.9	16.07	8.85	0	16.68	15	0
ANG	29.95	0	0	0	0	0	12.53	0	0
ANGEL1	11.14	11.56	7.13	9.51	9.53	0	12.58	0	0
ANGEL2	17.65	9.35	2.25	0	0	13.48	8.5	0	0
ANGPT1	0	0	0	11.2	0	0	18.1	7.68	0
ANGPT2	0	0	0	0	0	4.5	0	0	0
ANGPT4	0	0	0	0	0	0	0	0	0
ANGPTL2	0	0	0	0	0	0	17	0	15.2
ANGPTL4	0	0	0	0	0	0	15.3	0	0
ANGPTL6	7.82	0	0	0	0	0	4.39	0	0
ANK1	28.7	5.12	47.6	0	0	0	0	0	0
ANK2	5.71	4.59	0	0	0	0	0	0	3.42
ANK3	27.43	13.84	0	0	0	0	0	0	0
ANKAR	15.4	0	0	0	0	0	0	0	0
ANKDD1A	10.7	0	0	0	0	0	9.88	0	0
ANKEF1	23.01	13.19	4.56	9.17	0	0	8.12	0	0
ANKFY1	39.92	24.22	106.1	113.4	286.21	10.4	53.55	25.37	0
ANKH	17.61	14.38	31.33	18.9	83.36	12.42	21	78.9	5.19
ANKHD1	85	70.06	64.28	150.61	131.63	61.58	97.62	122.3	0
ANKIB1	15.23	17.99	25.05	68.8	21.98	17.15	68.1	27.95	16.6
ANKK1	0	0	0	0	0	0	0	0	0
ANKLE1	0	0	0	0	12.3	6.41	13.7	0	0
ANKLE2	25.9	25.8	83.9	180.9	321.08	18.75	70.29	48.6	0
ANKMY1	17.22	18.24	62	25.8	106.23	0	29.5	36	0
ANKMY2	1.99	0	0	0	0	0	0	0	0
ANKRA2	6.53	8.68	25.6	0	0	0	39.4	0	0
ANKRD1	0	0	0	0	0	0	0	0	0
ANKRD10	27	31.5	52	76.5	112.4	42.8	77.24	56	38.8
ANKRD11	150.4	72.71	429.13	99.96	475.54	43.76	94.59	174.02	15.9
ANKRD12	42.87	35.88	0	0	0	0	13.09	0	0
ANKRD13A	0	0	0	0	0	0	30.19	0	0
ANKRD13B	34.32	6.23	155.7	0	66.96	0	15.12	56.3	0
ANKRD13C	4.8	4.09	15.18	0	49.03	0	11.99	0	0
ANKRD13D	3.18	0	0	0	0	0	7.08	0	0
ANKRD16	46.83	13.8	45.1	47.6	0	7.35	29.5	0	0
ANKRD17	41.79	29.21	30.46	65.82	211.28	34.75	56.4	34.9	0
ANKRD18A	20.75	26.14	33.08	61.9	0	0	9.56	0	0
ANKRD18B	28.82	21.99	40.17	35.2	45.3	0	30.74	38.7	0
ANKRD18CP	4.89	0	0	0	0	0	0	0	0
ANKRD18DP	19.3	11.1	0	0	0	0	0	0	0
ANKRD19P	12.44	8.88	105.5	0	0	0	0	0	0
ANKRD20A11P	0	0	0	0	0	0	0	0	0
ANKRD20A12P	15.54	16.45	0	0	0	0	0	0	0
ANKRD20A19P	0	0	0	0	0	5.04	0	0	0
ANKRD20A4	14.6	0	0	0	0	0	0	0	0
ANKRD20A5P	11.5	10.2	0	0	0	0	0	0	0
ANKRD20A8P	8.08	8.46	0	0	0	0	0	0	0
ANKRD20A9P	13.95	13.6	11.56	0	0	109.85	0	0	0
ANKRD22	0	0	0	0	0	0	0	0	0
ANKRD23	0	0	0	0	0	0	0	0	0
ANKRD24	0	10.7	13.7	0	0	0	0	0	0
ANKRD26	28.76	21.85	2.81	11.6	0	0	3.54	0	0
ANKRD26P3	0	0	0	0	0	0	0	0	0
ANKRD27	13.5	10.9	110.51	26.8	9.08	0	26.4	11.4	0
ANKRD28	14.42	16.2	23.6	34	8.85	12.5	17.6	24.49	0
ANKRD29	23.85	9.79	0	0	0	0	0	0	0
ANKRD30A	0	0	0	0	0	0	0	0	0
ANKRD30BL	0	0	0	2.63	8.88	0	0	0	0
ANKRD30BP2	0	0	0	0	0	0	0	0	0
ANKRD31	37.04	10.2	0	0	0	0	0	0	0
ANKRD33B	113.24	164.17	262.7	24.5	45.58	47	116.76	91.4	0
ANKRD34A	50.66	18.62	98.4	21.8	17.36	0	31.96	0	0
ANKRD34B	72.4	41.4	36.8	0	0	0	0	0	0
ANKRD35	0	0	0	0	0	0	0	0	0
ANKRD36	15.22	13.5	23.9	0	0	0	7.65	0	0
ANKRD36B	14.52	13.73	23.5	0	0	5.87	0	0	0
ANKRD36BP1	0	0	0	0	0	8.21	0	0	0
ANKRD36C	3.16	0	0	0	0	0	0	0	0
ANKRD39	7.04	3.49	0	0	0	0	0	0	0
ANKRD40	13.5	21	49.3	65.1	58.88	43.19	49.8	91.4	18.7
ANKRD42	22.28	44.5	0	0	0	0	24.9	0	0
ANKRD44	0	0	0	0	0	0	0	0	0
ANKRD45	0	0	0	0	0	9.07	0	0	0
ANKRD46	15.87	3.03	0	0	0	0	2.83	0	0
ANKRD49	30.7	28.1	30.5	49.6	32.7	15.5	103.34	18.5	0
ANKRD50	53.24	41.71	57.1	187.1	36	76.02	103.9	86.1	0
ANKRD52	0	0	0	11.2	76.33	0	0	0	0
ANKRD53	0	0	0	0	0	0	0	0	0
ANKRD54	7.86	2.67	0	0	25.9	0	12.65	0	0
ANKRD55	0	0	0	0	0	0	0	0	0
ANKRD6	17.42	8.51	0	0	0	0	0	0	14.5
ANKRD62P1-PARP4P3	0	0	0	0	0	16.4	0	0	0
ANKRD63	9.64	0	26	0	0	0	9.28	0	0
ANKRD65	0	0	0	0	0	0	0	0	0
ANKRD9	29.43	13.65	91.2	25.8	218.9	0	38.3	12.5	0
ANKS1A	19.05	11.33	32.1	22.1	75.22	10.4	18.87	13	0
ANKS1B	0	0	0	0	0	0	0	0	0
ANKS3	0	0	0	0	0	0	4.06	0	0
ANKS4B	0	0	0	0	0	14.7	0	0	0
ANKS6	29.91	24.57	80.02	13.6	39.5	0	31.3	22.2	0
ANKZF1	11.27	7.66	36.9	13.7	4.54	0	11.94	23.6	0
ANLN	1.88	1.62	0	4.25	30.6	7.06	25.97	0	0
ANO1	0	0	0	0	0	0	0	0	0
ANO10	19.36	9.99	20.3	0	0	0	17.9	0	0
ANO2	0	0	0	0	0	0	0	0	0
ANO5	16.44	6.2	10.1	0	0	0	0	0	0
ANO6	0	0	0	0	10.9	2.68	0	0	0
ANO7	7.82	8.9	9.32	0	0	0	4.02	0	0
ANO8	23.14	32.53	235.8	0	24.38	0	13.45	0	0
ANO9	0	0	0	0	0	0	11.4	0	0
ANOS1	0	0	0	0	0	0	15.9	0	0
ANP32A	3.69	2.71	0	0	46.18	0	5.23	0	0
ANP32A-IT1	0	0	0	0	0	4.55	0	0	0
ANP32AP1	0	0	0	0	0	0	0	0	0
ANP32B	6.91	5.1	0	18.7	42.8	4.13	1.77	0	0
ANP32C	0	0	0	0	0	0	0	0	0
ANP32E	3.73	2.87	0	0	1.95	0	3.65	0	0
ANPEP	0	0	0	0	0	0	0	0	0
ANTXR1	17.9	13.5	27.4	29.2	80.04	4.43	35.77	19.3	0
ANTXR2	41.02	21.19	44.3	0	0	3.67	9.92	0	0
ANXA1	0	0	0	0	10.29	0	0	0	0
ANXA11	3.08	3.38	0	0	50.4	0	10.06	0	0
ANXA13	0	0	0	0	0	0	0	0	0
ANXA2	0	0	0	0	24.44	0	3.4	0	0
ANXA2P2	0	0	0	0	0	4.86	0	0	0
ANXA2R	9.38	10.2	43.6	21.4	15	0	14.3	7.22	0
ANXA3	0	0	0	0	29.51	0	16.4	19.4	0
ANXA4	0	0	0	0	15.7	0	0	0	0
ANXA5	0	0	0	26.5	42.11	0	6.1	0	0
ANXA6	1.54	1.67	0	0	28.57	0	0	0	0
ANXA7	0	0	0	0	8.17	0	15.2	0	0
ANXA8L1	0	0	0	0	20.39	0	7.9	0	0
ANXA9	0	0	0	0	0	0	0	0	0
AOAH	0	0	0	0	0	0	0	0	0
AOC1	0	0	0	0	0	0	0	0	0
AOC2	25.25	10.64	35.2	9.85	15.7	0	43.3	13	0
AOC3	0	0	0	0	0	0	0	0	0
AOC4P	0	0	0	0	0	5.83	0	0	0
AOX1	0	0	0	0	0	0	0	0	0
AP1AR	4.5	5.97	4.72	0	0	0	15	0	0
AP1B1	3.09	3.49	11.2	0	43.69	0	8.82	0	0
AP1G1	17.64	12	18.5	29.3	27.6	7.95	34	54.2	0
AP1G2	0	0	0	0	0	0	3.49	0	0
AP1M1	0	0	0	3.7	59.57	0	23.2	16.9	0
AP1M2	0	0	0	0	12.9	0	2.76	0	0
AP1S1	0	0	0	0	7.15	0	19.4	0	0
AP1S2	0	0	0	0	0	0	0	0	0
AP1S3	0	0	0	0	0	19.45	2.96	0	0
AP2A1	1.98	1.59	7.94	0	80.61	0	5.09	11.5	0
AP2A2	16.35	10.94	43.89	28.7	156.85	0	49.9	17.7	0
AP2B1	10.12	5.94	0	10.9	20.16	0	8.09	0	0
AP2M1	5.73	6.46	12.8	0	73.38	0	13.4	7.87	0
AP2S1	0	0	0	0	21.52	0	12.8	0	0
AP3B1	3.14	0	0	0	7.15	0	0	0	0
AP3B2	0	0	0	0	0	0	0	0	0
AP3D1	7.16	7.37	14.5	12.9	140.23	0	43.59	22.8	0
AP3M1	0	0	0	0	0	2.72	0	0	0
AP3M2	16.37	13.1	13.6	9.85	0	0	45.8	0	0
AP3S1	0	0	0	0	0	0	0	0	0
AP3S2	16.4	19.03	74.1	49.2	19.75	46.18	80	14.5	0
AP4B1	11.4	22.04	6.99	0	0	0	12.75	0	0
AP4B1-AS1	2.78	2.99	0	0	0	0	2.93	0	0
AP4E1	10.76	4.34	0	0	10.9	9.33	25.12	0	0
AP4M1	17.7	14.7	33.3	31.3	37.5	0	22.9	0	0
AP4S1	4.2	0	0	0	0	30.72	8.5	0	0
AP5B1	34.27	56.16	445.2	87.1	229.9	45.71	92.62	145.7	0
AP5M1	18.8	17.66	10	63.5	28.57	0	73.1	19.9	0
AP5S1	12.42	6.9	34	11.6	28.6	0	15.47	0	0
AP5Z1	15.52	15.14	0	0	17	18.95	27.34	31.5	0
APAF1	0	0	0	0	0	0	0	0	0
APBA1	0	0	0	0	0	0	0	0	0
APBA2	13.81	12.16	53.66	0	0	0	0	0	0
APBA3	14.3	10.7	102	29.2	29.3	0	18.5	0	0
APBB1	7.44	9.01	14.8	0	0	0	7.23	0	0
APBB1IP	0	0	0	0	0	0	0	0	0
APBB2	39.69	21.89	0	14.3	3.23	17.96	54.37	13.6	0
APBB3	0	0	0	0	0	0	0	0	0
APC	67.65	60.43	13.95	76.5	7.49	0	38.53	36.1	17.52
APC2	40.17	4.08	89.2	20.4	57.2	0	26.31	15.1	9.33
APCDD1	22.44	10.7	15.2	0	0	0	0	0	0
APCDD1L	0	0	0	0	0	0	0	0	0
APCDD1L-AS1	0	0	0	0	0	0	0	0	0
APEH	0	0	0	9.17	39.74	0	9.67	0	0
APELA	0	0	0	0	0	0	0	0	0
APEX1	0	0	0	4.12	54.5	0	29.14	0	0
APEX2	11.1	7.1	9.08	25.72	51.7	0	14.16	84.2	0
APH1A	1.59	1.7	0	13.3	23.2	0	4.39	15	0
APH1B	10.67	6.46	10.1	0	0	0	9.35	0	0
API5	2.56	2.87	0	0	0	0	3.19	0	0
APIP	0	0	0	0	0	0	0	0	0
APITD1	10.44	8.47	0	0	0	0	2.71	0	0
APITD1-CORT	12.52	0	0	0	0	0	0	0	0
APLF	8.36	0	0	0	0	0	0	0	0
APLN	0	0	0	0	0	0	0	0	0
APLNR	0	0	0	0	0	0	0	0	0
APLP1	0	0	0	0	0	0	0	0	0
APLP2	5.7	5.01	2.28	0	92.75	2.25	50.62	0	0
APMAP	0	0	0	0	21.8	0	13.9	15.9	0
APOA1	0	0	0	0	0	0	0	0	0
APOA5	0	0	0	0	0	0	0	0	0
APOB	0	0	0	0	0	0	0	0	0
APOBEC3B	0	0	0	0	0	0	0	0	0
APOBEC3C	6.49	2.49	0	5.24	0	0	3.27	0	0
APOBEC3D	0	0	0	0	0	4.16	0	0	0
APOBEC3F	11.26	5.79	21.8	0	0	16.81	3.49	0	0
APOBEC3G	0	0	0	0	0	0	0	0	0
APOBEC3H	0	0	0	0	0	0	0	0	0
APOBR	0	0	0	0	0	0	0	0	0
APOC1	0	0	3.3	0	0	0	0	0	0
APOC1P1	0	0	0	0	0	0	0	0	0
APOD	0	0	0	0	0	0	0	0	0
APOE	2.65	0	15.2	0	0	0	0	0	5.28
APOF	0	0	0	0	0	12.5	0	0	0
APOL1	0	0	0	0	0	19.39	0	0	0
APOL2	10.76	7.42	0	11.2	10.2	9.91	4.06	0	0
APOL3	0	0	0	0	0	0	0	0	0
APOL4	0	0	0	0	0	15.64	0	0	0
APOL6	0	0	0	16.6	21.8	56.08	35.4	0	0
APOLD1	36.8	24.99	77.5	0	0	2.85	80.1	0	0
APOM	0	0	0	0	25.9	0	0	0	0
APOO	0	0	0	0	0	0	6.38	0	0
APOOL	0	0	0	0	0	20.17	0	0	0
APOPT1	8.44	5.05	7.6	0	0	0	3.29	0	0
APP	2.09	1.72	0	10.22	148.43	1.9	20.35	0	2.14
APPBP2	7.12	5.05	0	5.95	0	0	8.38	0	0
APPL1	6.35	4.77	0	0	0	12.5	0	0	0
APPL2	8.2	5.16	0	0	0	0	3.87	0	0
APRT	0	0	0	0	50.3	0	0	0	0
APTR	16.35	11.83	21.84	0	0	0	9.61	0	0
APTX	2.4	3.07	5.03	0	10.9	0	5.55	0	0
AQP10	0	0	0	0	0	0	0	0	0
AQP11	7.41	0	5.39	0	0	0	0	0	0
AQP3	0	0	0	0	46.45	0	1.79	14.4	0
AQP4	10.4	0	0	0	0	0	0	0	6.08
AQP4-AS1	0	0	0	0	0	7.17	0	0	0
AQP5	0	0	0	0	0	0	0	0	0
AQP6	0	0	0	0	0	0	0	0	0
AQP9	0	0	0	0	0	0	0	0	0
AQR	3.22	3.51	0	0	8.17	0	5.1	0	0
AR	0	0	0	0	0	0	8.5	0	0
ARAF	7.04	15.4	0	21.7	89.9	0	109.8	15.1	0
ARAP1	0	0	0	0	55.82	0	0	0	0
ARAP2	30.92	66.4	16.61	0	0	0	45.89	0	0
ARAP3	9.38	11.1	0	0	16.34	0	30.29	0	0
ARC	7.3	8.9	0	0	0	0	0	0	0
ARCN1	5.39	4.87	2.04	16.6	19.87	4.27	13.27	7.81	0
AREL1	19.31	11.91	24.9	0	23.2	0	36.68	0	0
ARF1	0	0	0	6.95	93.2	0	16.99	0	2.09
ARF3	2.78	1.41	0	0	21.8	0	0	0	0
ARF4	0	0	0	0	11.6	0	25.8	0	0
ARF5	0	0	0	0	12.9	0	7.9	0	0
ARF6	45.9	37.1	217.79	194.6	1538	38.5	381.57	63.4	29.7
ARFGAP1	27	31.46	337.9	81.4	237.93	15.12	57.9	160	0
ARFGAP2	0	0	0	0	13.05	0	0	0	0
ARFGEF1	8.68	11.76	0	0	0	0	4.34	0	0
ARFGEF2	2.99	2.73	0	0	38.29	0	0	0	0
ARFGEF3	55.32	28.01	28.14	10.5	0	0	52.99	0	4.84
ARFIP1	2.71	1.65	0	0	0	0	0	0	0
ARFIP2	7.69	8.07	4.19	0	28.6	7.26	18.88	12.1	0
ARFRP1	5.82	3.43	5.98	0	27.4	0	7.7	17.7	0
ARG2	2	1.56	0	0	0	0	2.08	0	0
ARGFX	0	0	0	0	0	21.24	0	0	0
ARGLU1	16.52	15.49	5.24	18.23	39.5	14.3	25.43	0	0
ARHGAP1	0	2.94	11.21	9.17	21.1	3.53	7.53	14.6	0
ARHGAP10	15.1	4.08	0	0	0	0	3.26	0	0
ARHGAP11A	29.79	16.75	26.09	157	55.13	14.13	27.5	62.78	0
ARHGAP12	19.46	14.98	16.24	29	0	30.7	21.77	12.8	7.61
ARHGAP17	18.96	24.17	169.4	138.6	231.53	20.2	51.6	60.5	0
ARHGAP18	0	0	0	0	0	0	0	0	0
ARHGAP19	2.15	0	0	0	0	0	0	0	0
ARHGAP19-SLIT1	0	0	0	0	0	0	0	0	0
ARHGAP20	22.98	9.35	0	13.6	28.6	41.4	308.6	0	0
ARHGAP21	39.63	60.11	127.26	88.34	91.8	45.32	46.24	82.05	26.65
ARHGAP22	37.1	18.77	96.3	0	0	0	0	0	0
ARHGAP23	0	0	0	60.5	327.2	4.75	42.46	76.2	0
ARHGAP24	68	37.4	18.1	0	0	0	19.85	0	0
ARHGAP25	0	0	0	0	0	0	0	0	0
ARHGAP26	44.3	33.4	5.23	0	0	0	46.23	0	5.7
ARHGAP27	0	5.08	10.8	0	0	0	13.83	0	0
ARHGAP28	24.2	12.9	0	0	0	0	12.8	0	0
ARHGAP29	20.4	22.7	19.8	48.91	19.1	25	44.3	45.8	51.2
ARHGAP30	0	7.12	113	0	0	0	4.34	0	0
ARHGAP31	71.11	11.1	39.02	0	0	0	0	0	0
ARHGAP32	136.56	63.34	99.75	54.85	102.9	24.6	49.49	33.7	25.18
ARHGAP33	0	0	0	0	0	0	5.78	0	0
ARHGAP35	53.3	41.64	155.59	317.9	479.11	69.04	79.9	320.14	14.5
ARHGAP39	26.79	20.4	456.78	54.9	305.2	32.2	45.11	76	0
ARHGAP4	0	0	0	0	0	0	0	0	0
ARHGAP40	0	0	0	0	0	0	0	0	0
ARHGAP42	0	0	0	0	0	0	0	0	0
ARHGAP44	0	0	30.7	0	0	0	0	0	0
ARHGAP45	25.2	13.3	240	11.6	60.6	25.08	11.9	28.2	0
ARHGAP5	35.63	29.73	19.6	123.3	11.9	40.1	58.52	130.06	13.8
ARHGAP5-AS1	24	22.6	15.94	34.7	0	9.93	30.2	15.1	0
ARHGAP6	0	0	0	0	0	0	0	0	0
ARHGAP8	0	0	0	0	0	0	0	0	0
ARHGAP9	0	0	0	0	0	0	0	0	0
ARHGDIA	10.06	7.62	74	0	187.7	0	22.98	171.7	0
ARHGDIB	0	0	0	0	0	0	0	0	0
ARHGDIG	4.67	0	0	0	0	0	0	0	0
ARHGEF1	0	0	0	0	29.96	0	5.41	0	0
ARHGEF10	11.35	8.4	31.3	0	23.8	0	44.58	0	0
ARHGEF10L	7.36	0	17.2	24.8	62.6	0	14.1	0	0
ARHGEF11	6.17	0	7.22	0	0	0	1.97	0	0
ARHGEF12	24.29	24.19	56.03	75	190	28.6	56.82	75.2	0
ARHGEF15	0	0	0	0	0	0	0	0	0
ARHGEF16	6.56	3.56	59.8	5.18	57.9	0	15.19	19.8	0
ARHGEF17	154.1	91.05	414.5	96.59	222.4	48.8	96.45	252.1	0
ARHGEF18	14.04	14.19	24.77	0	40.85	0	17.09	0	0
ARHGEF19	0	0	0	0	0	0	7.75	0	0
ARHGEF2	9.2	6.96	0	0	33.31	0	10.87	27.3	0
ARHGEF25	0	0	0	0	0	0	0	0	0
ARHGEF26	15.76	13.65	75.7	0	0	0	15.81	0	0
ARHGEF26-AS1	0	0	0	0	0	9.52	0	0	0
ARHGEF28	12.8	0	0	0	0	0	14.8	0	0
ARHGEF3	15.6	11.9	63.3	63.4	17	53.1	48.4	43.6	24.2
ARHGEF33	0	0	0	0	0	0	0	0	0
ARHGEF34P	0	0	0	0	0	0	0	0	0
ARHGEF35	0	0	0	11.9	0	0	28.2	0	0
ARHGEF37	0	0	0	0	0	0	0	0	0
ARHGEF39	21.48	20.05	41.3	10.3	125	10.3	15.42	22.2	0
ARHGEF4	42.38	27.1	581	64.9	113.7	23.93	64	54.2	12.4
ARHGEF40	32.41	11	102.81	12.2	0	0	20.1	0	0
ARHGEF5	0	0	0	0	0	0	19.28	0	0
ARHGEF6	0	0	0	0	0	0	0	0	0
ARHGEF7	16.87	18.39	24.5	29.2	24.5	13	106.75	26.1	0
ARHGEF9	4.13	4.81	5.98	0	0	0	3.03	0	0
ARID1A	22.3	21.75	122.8	173	480.74	21.59	51.59	125.2	25.94
ARID1B	49.42	31.54	62.2	86	197.55	36.3	111.78	112.4	18
ARID2	43.87	34.39	26.56	94.84	69.45	40.7	56.05	133.7	0
ARID3A	9.43	6.48	74.7	0	0	0	10.1	0	0
ARID3B	10.51	9.75	30.4	0	0	0	0	0	0
ARID3C	0	0	0	0	0	0	0	0	0
ARID4A	26.2	14.22	3.01	0	0	0	6.38	0	0
ARID4B	35.22	24.95	91.67	38.3	34.05	4.53	36.34	7.68	0
ARID5A	12.46	7.12	54.1	0	0	0	9.35	0	0
ARID5B	116.4	30.7	98.3	78.7	131.5	33.06	62.1	95.8	0
ARIH1	7.89	9.68	40.94	0	33.4	0	10.73	25.1	0
ARIH2	11.5	8.1	12.2	4.05	15.91	3.05	7.14	12.5	0
ARIH2OS	15.3	4.06	0	0	0	7.77	3.54	0	0
ARL1	0	0	0	0	0	0	0	0	0
ARL10	34.04	28.5	87.08	0	0	0	0	0	0
ARL11	0	0	0	0	0	31.38	0	0	0
ARL13B	27.5	14.11	0	11.6	0	0	32.6	0	0
ARL14	0	0	0	0	0	0	0	0	0
ARL14EP	17.7	4.7	4.33	48.6	8.85	15.1	13.88	12.5	0
